Total_population,Median_age,BachelorsDeg_or_higher,Unemployment_rate,Per_capita_income,Total_households,Average_household_size,Owner_occupied_housing,Renter_occupied_housing,Vacant_housing,Median_home_value,Population_growth,House_hold_growth,Per_capita_income_growth,Winner
23579,40.8,20.4,15.8,22279,9306,2.51,48.9,11.4,39.7,123491,-0.68,-0.57,2.08,Republican
25375,52,13.3,18.6,20585,11365,2.2,37,6.6,56.5,87919,-0.39,-0.32,2.09,Republican
175523,39.3,15,17.6,24481,67221,2.58,70.7,19.1,10.2,102107,0.44,0.53,2.23,Republican
44317,33,28.7,10.3,19478,16528,2.57,61.2,22.2,16.6,110081,1.06,1.23,2.61,Democrat
12365,42.2,17.3,5.8,22508,5202,2.32,65.6,21.1,13.3,88912,-0.58,-0.45,2.33,Democrat
57828,33.7,29.6,5.4,22968,21973,2.45,63.7,26.6,9.7,137635,1.22,1.47,2.9,Democrat
1168999,37,43.8,7.8,37139,483409,2.36,61.9,33.1,5,184256,0.45,0.51,3.36,Democrat
19103,41.4,24.7,7.4,23633,7617,2.46,68.9,17.1,14,131243,-0.53,-0.38,2.64,Democrat
4559,45.4,18.5,6.6,19766,1916,2.3,57.1,12.6,30.3,57124,-1.48,-1.38,2.06,Democrat
13085,45,18.9,8.1,22637,5729,2.23,56.5,14.4,29.1,84790,-0.91,-0.76,2.58,Democrat
6645,43.8,16.5,7.1,19294,2761,2.34,65.3,16.2,18.6,66724,-1.12,-1.03,2.21,Democrat
196483,41.4,26.4,8.9,24255,82653,2.24,61.3,21.9,16.8,119386,-0.3,-0.15,2.87,Democrat
5367,46.9,14.5,5.4,18336,2229,2.33,59.3,10.6,30.1,63649,-0.84,-0.77,2.09,Republican
25821,40.8,17.3,6.4,24022,10607,2.35,72.6,18.8,8.5,114422,-0.33,-0.18,2.65,Republican
94230,35.2,39.5,7.4,38540,33673,2.77,78.5,16,5.5,243207,1.73,1.81,2.8,Republican
20188,36.3,20.7,7,24279,7486,2.67,77.6,15.4,7,139646,0.59,0.71,2.38,Republican
14400,45.5,17.4,7.5,20781,6064,2.3,66,16.8,17.2,71092,-1.16,-1.05,2.13,Republican
18755,45.8,24.9,9.7,21518,7824,2.38,47.1,10.2,42.8,125119,-0.19,-0.04,2.57,Republican
40252,37.3,18,9.4,25000,14917,2.67,77.7,13.2,9.1,166886,0.94,1.1,2.67,Republican
3935,45.5,21.4,6.8,22692,1756,2.21,42.4,7.5,50.2,78976,-1.39,-1.19,2.66,Republican
5795,45.4,17.9,3.7,18869,2472,2.26,63.2,16.5,20.3,69041,-1.04,-0.9,2.01,Republican
20369,44.7,20.1,7.5,22360,8735,2.28,67.7,20.8,11.5,83788,-0.7,-0.55,2.4,Republican
20322,38.7,14.2,5.5,20918,7845,2.54,67.5,23.4,9.1,87530,-0.26,-0.16,2.62,Republican
56222,44.7,21.3,6.9,21507,23012,2.39,48.9,12.9,38.1,116401,-0.18,-0.06,2.63,Republican
13799,39.4,18.4,6.5,22108,5778,2.31,65.6,23.7,10.7,89910,0.18,0.34,2.42,Republican
9298,42.1,17.9,4.9,20147,3953,2.29,67.9,20.4,11.7,72935,-0.53,-0.25,2.48,Republican
15541,42.2,17.1,6.6,22184,6357,2.37,68.3,18.3,13.5,82161,-0.84,-0.7,2.5,Republican
15899,41.9,15.9,7.6,21427,6463,2.4,69.2,17.1,13.7,82642,-0.97,-0.85,2.23,Republican
15231,39.4,14.8,6,21617,5868,2.54,73.4,17.9,8.7,122944,-0.1,0,2.39,Republican
150490,33.4,26.8,7.6,24233,56322,2.54,67.3,25,7.7,151534,0.72,0.96,2.95,Republican
37434,37.5,24.5,8.7,25297,14608,2.52,75.8,19.8,4.3,160743,0.68,0.79,2.62,Republican
9577,34.3,25.1,4.9,22358,3724,2.33,60.8,27,12.3,94375,-0.41,-0.25,2.86,Republican
22223,40.6,20.8,6,23888,8780,2.49,68.7,15.4,15.9,131755,-0.36,-0.22,2.64,Republican
125802,34.6,21.6,8,28683,45700,2.73,75.8,14.9,9.3,201673,1.88,2.06,2.72,Republican
995709,39.8,38.9,10.1,34177,404850,2.41,67.8,24.9,7.3,143859,-0.22,-0.11,2.27,Democrat
349568,35.4,25.5,16.2,19546,146116,2.32,36.7,43,20.4,94788,0.09,0.06,1.99,Democrat
5947,45.4,20,9,20311,2548,2.22,56.5,25.6,17.9,77351,-0.74,-0.7,1.98,Republican
36344,40.4,13.3,9.5,17671,14358,2.51,60.9,19.9,19.2,99203,0.45,0.45,1.95,Republican
18364,51.8,11.1,11.2,19661,8055,2.25,45.5,10.4,44,99418,-0.24,-0.17,2.05,Republican
11869,40.7,8.8,12.1,16358,4558,2.57,61.8,14.9,23.3,89111,-0.34,-0.29,1.78,Republican
88776,37.7,20.2,9.4,21985,34498,2.44,59.9,29.9,10.2,99819,0.42,0.44,1.8,Republican
44139,36.4,19.9,9.3,22082,16087,2.53,66.7,21,12.4,115546,0.64,0.75,1.84,Republican
74787,37.7,28.7,8.7,23019,29953,2.38,63.1,29.9,7,129354,0.87,0.99,2.01,Republican
5910,42.6,13.8,11,15546,2402,2.43,58.1,17.9,24,77165,-0.06,0.02,2.28,Republican
13768,45.6,12.5,10.3,17248,5725,2.34,62.6,18,19.4,86958,-0.56,-0.55,1.97,Republican
7252,42.4,11,13.8,18054,2960,2.41,64.4,18.3,17.3,77981,-0.27,-0.16,1.84,Republican
23973,40.3,10.7,12.2,17719,9414,2.51,59.5,18.7,21.9,100111,0.23,0.29,1.82,Republican
13630,44,12.6,9,15944,5485,2.46,67.1,18.8,14.1,95317,0.15,0.21,2.2,Republican
104430,38.5,15.5,12.3,23753,39511,2.62,69,19.9,11.1,133982,0.86,0.94,1.71,Republican
15427,43.3,12.9,12.2,19987,6257,2.42,58.8,14.9,26.2,108087,-0.73,-0.7,1.57,Republican
8888,42.9,9.6,8.1,16630,3665,2.36,60.6,21,18.4,74051,-0.06,-0.07,1.72,Republican
22312,43.4,14.4,10.9,19996,9338,2.35,62.1,23.8,14,94835,-0.29,-0.26,2,Republican
9214,53.5,9.7,14.8,17498,4050,2.25,50.9,9.9,39.3,90231,-0.46,-0.44,2.16,Republican
10253,43.2,8.7,11.7,16309,4089,2.41,61.2,19.8,19,80020,-0.58,-0.51,2.01,Republican
37826,38.7,14.9,9.6,17936,14573,2.55,66,23.3,10.7,101312,0.45,0.46,1.89,Republican
9984,36.7,15.7,8.1,18057,3773,2.45,60.4,19.3,20.3,75276,-0.53,-0.55,1.96,Republican
12603,42.7,13,13,17767,5229,2.36,61.5,19.5,19,68376,-0.9,-0.91,1.78,Republican
14297,41.4,13.5,8.1,20473,5694,2.35,59.8,25.5,14.7,85940,-0.2,-0.16,2.06,Republican
9066,41.5,13.5,8.8,18405,3637,2.47,67.2,15.9,16.9,98877,-0.23,-0.15,1.84,Republican
28455,38.8,18.7,12.2,20637,11249,2.42,60.7,26.4,12.9,95689,-0.07,-0.03,1.93,Republican
3550,45.8,12.5,8.5,17886,1516,2.3,53.8,16.8,29.4,61566,-0.51,-0.51,1.95,Republican
25086,39.2,14.1,11.8,18539,10008,2.47,59.1,20.3,20.7,100381,0.34,0.41,1.97,Republican
15140,37.1,15.9,8.2,19846,5413,2.55,68.2,20.3,11.5,101206,-0.06,-0.03,1.82,Republican
12130,42.3,12.4,14,18491,4829,2.45,60,17.2,22.8,94803,-0.17,-0.12,1.66,Republican
10242,44.1,11.5,13.1,14829,4249,2.38,63.1,18.2,18.7,76273,-0.11,-0.08,2.21,Republican
13554,39.1,12.7,7.1,20058,5225,2.56,68,14.6,17.4,114671,0.25,0.36,1.81,Republican
9487,47.7,10.5,8.8,16651,3959,2.38,59.7,14.2,26.1,88035,-0.15,-0.11,2.22,Republican
18530,36.2,11,14.4,15106,7369,2.48,47.9,34.4,17.7,66940,-0.85,-0.78,2.43,Republican
18847,39.4,12.5,7.4,19726,7285,2.54,68.1,17.6,14.3,114219,0.21,0.29,1.71,Republican
18566,39.6,12.6,11,18078,6618,2.47,60.9,22,17.2,91698,-0.04,0.02,1.88,Republican
30685,36.6,17.9,10.4,17051,11374,2.56,62.6,24.5,12.9,106964,0.94,0.98,1.89,Republican
5072,45.5,11.5,8,16538,2166,2.32,53.9,16.6,29.6,73393,-0.57,-0.59,1.7,Republican
24089,39.7,13.2,13.1,22731,9131,2.6,69.9,18.8,11.3,111351,-0.28,-0.22,1.74,Republican
366214,35.5,32.7,9.5,31977,134455,2.7,76.3,17.7,5.9,181124,1.74,1.87,2.13,Republican
40983,38.1,13.4,10.5,18947,16055,2.52,61.8,27.9,10.2,89312,-0.01,0.06,1.9,Republican
29739,42.2,12.9,11.7,17571,12244,2.36,63.6,24.9,11.5,84371,-0.33,-0.27,2.12,Republican
49263,41.4,17.9,9.3,21158,20247,2.36,54.2,24.8,21,119733,2.47,2.54,1.92,Republican
24748,43.1,13.6,10.1,15955,9726,2.38,65,20.4,14.6,89259,0.11,0.2,2.32,Republican
20152,39.3,17.3,10.1,18021,7901,2.42,61.8,24.7,13.5,87448,-0.17,-0.14,1.92,Republican
32408,40,13.4,11.4,23466,12333,2.61,68.4,14.5,17.1,155409,2.03,2.12,1.9,Republican
24494,37.7,9.8,16.9,15544,9046,2.57,66.1,17.5,16.4,77866,0.51,0.67,1.98,Republican
12742,46.1,7.1,13.3,16164,5420,2.32,53.5,15.4,31,65853,-0.47,-0.39,2.06,Republican
2110,45.6,13.7,8.4,17046,891,2.31,54.4,17.2,28.4,56918,-1.2,-1.24,1.92,Republican
18331,40.2,12.5,12.2,15852,7287,2.49,62.8,23.9,13.3,89796,0.24,0.28,2.13,Republican
31752,39.9,20,14.4,17283,12796,2.4,58.1,25.7,16.2,68605,-0.93,-0.8,0.43,Democrat
20994,35.1,17,22.8,16686,8063,2.56,64.5,24.6,10.8,73092,-0.45,-0.3,0.28,Democrat
29673,36.3,13.4,13.2,14622,10720,2.65,70.8,19.3,10,67312,0.17,0.29,0.4,Democrat
250044,33.8,27.5,12.1,19373,92223,2.6,53.7,31.8,14.6,87089,-0.13,-0.06,0.19,Democrat
1921,35.1,8.4,15.1,12346,648,2.53,48.9,25,26.1,48784,-1.75,-1.86,0.84,Democrat
9947,37.2,12.3,11.3,14263,3749,2.49,68.3,13.7,18.1,57546,-0.78,-0.66,0.91,Democrat
36041,31.3,19,14.7,13842,12533,2.64,45.3,40.5,14.2,65156,-0.65,-0.59,0.46,Democrat
37791,36.1,10.9,18,16020,13605,2.65,71.8,18.7,9.4,72346,0.86,1.07,0.27,Democrat
45012,26.6,38.5,11.1,16900,17464,2.34,44.8,38,17.2,94665,0.53,0.74,0.46,Democrat
40198,37.2,14.5,15,15744,15640,2.51,63.5,23.3,13.2,67664,0.29,0.43,0.37,Democrat
29115,35.3,13.9,15.9,13570,8999,2.76,58.8,28,13.2,61634,-0.35,-0.34,0.58,Democrat
19576,39.7,13.9,14.8,15282,7705,2.49,64,19.6,16.5,60421,0.04,0.15,0.42,Republican
10609,41.1,12.9,12.5,17652,4102,2.49,65.9,12.8,21.3,63377,-0.36,-0.21,0.57,Republican
81069,31.7,25.5,11.1,16424,30469,2.47,53.1,36.6,10.3,86251,1.1,1.18,0.35,Republican
8292,39.9,12.3,15.4,14916,3219,2.55,61.7,11,27.3,55047,-0.17,-0.07,0.72,Republican
183018,35.6,20.4,9.3,19408,70273,2.51,52.8,32,15.2,107366,0.26,0.36,0.19,Republican
67770,37.9,16,9.1,16839,25830,2.55,68.5,21.7,9.8,69916,0.42,0.54,0.25,Republican
78114,36.9,18.3,12.5,17949,30536,2.41,58.1,28.9,13,76776,-0.12,0.02,0.27,Republican
13472,38.4,13.7,8.8,16355,5256,2.55,72.5,14.8,12.8,66633,0.01,0.14,0.19,Republican
22896,36.6,13.7,10.4,14692,8103,2.61,70,16.8,13.2,66074,0.3,0.39,0.44,Republican
34834,38,14.3,13.4,16147,13467,2.54,67.4,20.2,12.5,74611,0.65,0.77,0.31,Republican
59929,34.6,23.3,13.7,18104,22775,2.56,57.7,29.8,12.6,87177,-0.3,-0.19,0.22,Republican
37429,38.2,12.8,13.6,16418,14774,2.51,67.4,19.1,13.5,73796,-0.2,-0.06,0.26,Republican
30686,36.5,13.3,11.3,16551,11762,2.56,68.9,19.2,11.9,72543,0.81,0.96,0.35,Republican
22492,37.3,13.9,9.8,16304,8678,2.51,70.3,16.6,13.1,65017,0.21,0.34,0.29,Republican
29433,37.4,13.4,13.1,17640,11270,2.59,71.7,21,7.2,81499,0.72,0.77,0.05,Republican
146177,36.4,26.2,7.1,23571,54831,2.57,70,21.8,8.3,116668,1.89,2.08,0.87,Republican
29304,36.6,10.3,9.1,15364,10686,2.71,70.1,20.3,9.7,56355,0.01,0.09,0.3,Republican
15745,37.8,9.3,11.7,17035,6031,2.59,70.8,11.9,17.3,66873,-0.35,-0.22,0.31,Republican
16210,35.3,14,9,16346,5695,2.7,72.3,17.9,9.7,94863,1.75,1.89,0.24,Republican
20726,35.8,11.2,12.2,14897,7895,2.6,69.2,13.4,17.4,52885,-0.39,-0.24,0.49,Republican
33067,41.1,21.7,7.1,20725,13953,2.29,60.6,25.9,13.5,107993,-0.07,-0.01,1.17,Democrat
9881,45.3,26.1,5.5,20159,4290,2.28,54.8,18.8,26.4,189610,-0.28,-0.19,1.1,Republican
5506,41.7,22.7,5.3,16594,2050,2.59,50.5,22.8,26.6,94455,-1.03,-1.07,1.02,Republican
11224,42.2,18.8,4.6,18716,4631,2.33,60.6,25.8,13.6,95128,-0.27,-0.09,1.24,Republican
8548,43.9,15.1,3.5,18564,3494,2.31,62.5,22.1,15.4,90573,-0.42,-0.32,1.32,Republican
11417,46,19.1,4.8,19288,4768,2.28,62.6,22.7,14.7,108002,-0.43,-0.22,1.5,Republican
92941,33.2,44.6,6.3,23263,36338,2.47,54.5,32.9,12.6,266434,2.78,2.86,1.16,Republican
1189,43.1,16.8,2.4,15782,511,2.3,34.2,11.9,53.9,87105,-0.6,-0.43,1.31,Republican
11523,43.8,30.6,5,21599,4354,2.6,74.1,15.1,10.7,203223,1.22,1.3,1.02,Republican
61962,40.2,34.9,5,23233,25812,2.35,62.9,26.9,10.2,166699,1.08,1.18,1.2,Republican
4296,45.3,17.1,4.3,17524,1762,2.39,50.3,20.5,29.2,88511,-0.66,-0.56,1.21,Republican
1087,55.1,15.4,2.5,17120,498,2.13,54.4,15.6,30.1,65909,-0.58,-0.49,0.26,Republican
8931,44.2,20.2,5.1,20571,3578,2.45,63.2,19.3,17.5,168191,0.85,0.94,1.07,Republican
774,46.1,18.3,4.6,17122,344,2.25,58.8,22.7,18.5,74545,-1,-0.71,0.46,Republican
2082,43.3,13.7,5.5,15458,787,2.2,49.4,18.5,32.1,80119,-0.81,-0.85,1.31,Republican
25341,39,11.5,15.7,17364,9033,2.54,65,20.9,14.1,79769,-0.41,-0.23,2.24,Democrat
32577,40.6,14,12.1,17318,13367,2.38,62.7,18,19.3,86231,-0.24,-0.1,2.24,Democrat
235069,41.8,31.6,9.4,24734,100293,2.27,63.2,26.6,10.2,141694,1.11,1.25,2.19,Democrat
64256,42.4,32.9,7.7,26785,26095,2.44,73,21.4,5.6,149548,2.36,2.44,2.08,Democrat
324167,31,20.9,11.8,22330,119537,2.55,50.9,34.4,14.6,114089,0.65,0.87,2.09,Democrat
12160,41.5,12.9,8.8,18592,4595,2.61,72,16,12,107670,1.12,1.23,1.85,Democrat
485583,37,32.4,12,28602,195806,2.4,57.1,34,8.8,132214,1.42,1.49,2.32,Democrat
55202,39.9,14,15,17085,21788,2.45,55.5,26.8,17.7,88600,-0.43,-0.31,2.24,Democrat
23823,41.6,14.4,10,17976,9566,2.46,62.9,24.1,13,88441,-0.75,-0.64,1.99,Democrat
42443,38,19.7,11.2,18468,15947,2.46,58.2,29.9,11.9,132407,1.56,1.79,2.16,Democrat
132092,34.1,14.6,13.1,15593,46044,2.78,63.8,24,12.2,87734,0.56,0.56,2.08,Democrat
26861,45.3,15.1,12.2,19338,11827,2.25,59.6,14.2,26.2,138185,0.84,1,2.12,Republican
113235,46.5,19.4,12,24608,48445,2.32,48,10.6,41.4,136629,3.87,4.03,2.26,Republican
90059,40.2,16,15.1,20354,34827,2.48,65.5,22.5,12,95770,-0.02,-0.03,1.76,Republican
179310,37.7,22.7,12.8,26453,67937,2.61,68.6,23.2,8.2,130605,3.33,3.35,2.15,Republican
27557,46.4,13.6,12.9,18979,12097,2.26,58.7,13,28.3,125524,0.64,0.8,2.1,Republican
54899,40,12.7,12.2,17259,21903,2.44,65.1,20.2,14.7,96398,-0.04,0.08,2.1,Republican
99813,37.2,22.7,10.7,22099,39176,2.44,59.5,29.2,11.3,138115,1,1.17,1.98,Republican
24830,41.8,16.1,7.9,22467,9610,2.57,50.1,11.3,38.6,162576,1.16,1.25,1.9,Republican
161188,40.4,15.7,13.5,21717,64287,2.48,67.6,23.2,9.3,141444,0.72,0.77,1.85,Republican
54388,37.3,13.2,10.8,17191,20419,2.61,65.2,21.5,13.3,105179,0.88,0.92,2.01,Republican
60792,38.3,16.1,11,21337,23262,2.55,67.7,19.1,13.1,111688,2.41,2.52,1.93,Republican
210477,39.1,17.4,13.5,23407,82349,2.52,62.3,27.9,9.7,106578,1.32,1.37,1.93,Republican
21331,36.9,10.5,13.4,16867,7304,2.61,65.9,21.9,12.2,87991,0.09,0.18,1.95,Republican
57922,45.9,19.3,9.4,22068,25313,2.25,60.1,17.6,22.3,130837,0.37,0.49,1.92,Republican
5428,42.9,13.2,5,16940,2044,2.3,46.6,12.9,40.5,85813,-0.88,-0.89,2.08,Republican
174426,36.3,19,10.8,22993,65322,2.64,68.1,24.1,7.9,123688,3.12,3.07,2.09,Republican
10288,42.8,11.8,10.8,18233,4141,2.46,66.1,16.7,17.2,97215,-0.08,0.06,2.17,Republican
60038,38.4,20.7,13.4,22437,22677,2.61,65.2,25.7,9.1,148147,1.82,1.84,2.03,Republican
78115,40,16,14.2,22068,29682,2.6,72,19.5,8.4,153486,1.79,1.84,1.86,Republican
20995,42.1,20.2,10.1,19466,8786,2.28,60.8,18.4,20.8,110711,0.43,0.58,2.09,Republican
16015,45.2,15.4,11.4,18867,6831,2.32,65.2,15.6,19.3,104857,0.05,0.16,1.8,Republican
27572,39.1,12.7,14.4,18898,10342,2.57,49.9,14.9,35.2,102031,-0.02,0.07,2.02,Republican
88177,45.4,31.2,10.5,26616,35710,2.42,63.6,17.6,18.8,171774,1.33,1.3,2.02,Republican
172836,25.9,17.4,10.3,19338,56138,2.6,46.7,33,20.3,118350,1.03,1.4,2.11,Republican
54546,43.3,16.4,12.4,21997,21820,2.45,64.9,14,21.2,123247,2.44,2.58,2.13,Republican
38155,41.2,12.6,11.7,20939,15409,2.45,66.1,22.3,11.6,108725,0.4,0.51,1.8,Republican
19435,48.3,30.5,9.5,24552,8507,2.25,64.6,17.6,17.8,153704,0.27,0.35,2.02,Republican
143505,39.3,13.8,11.7,21056,55926,2.54,69.4,21.2,9.5,102275,0.75,0.78,1.86,Republican
92558,41.6,13.5,13.8,20607,37810,2.41,65.1,23.2,11.7,91372,-0.09,-0.01,1.94,Republican
142013,38.9,17.3,14.2,21051,54520,2.52,66.4,23.9,9.7,136140,1.01,1.04,1.91,Republican
65513,37.6,13.8,11.1,17862,24559,2.61,63.7,22.6,13.7,108713,0.7,0.76,1.98,Republican
207572,35.6,25.1,11.8,26642,72255,2.84,75.7,18.3,6,169498,3.96,3.99,2.03,Republican
115330,37,18.1,11.2,21350,44920,2.48,57.2,29.7,13.1,99647,0.07,0.21,1.98,Republican
67430,41.4,14.3,13.2,20350,27728,2.4,67.7,19.1,13.2,122373,-0.03,0.03,1.96,Republican
6994,30.1,11.2,10.9,14532,2393,2.9,54,24.1,21.9,56718,0.15,0.2,1.8,Democrat
5817,44.3,16,6.5,21500,2397,2.31,66,21.1,12.9,97434,-0.33,-0.2,1.73,Democrat
4155,43.5,13,4.5,22494,1768,2.34,67.4,16.6,16,73202,-0.55,-0.38,1.86,Democrat
81102,37.3,34,3.9,26802,33287,2.34,65.3,30,4.7,151700,1.47,1.71,2.62,Republican
5317,42.1,21.2,3.2,18595,2156,2.27,58.9,22.3,18.8,73077,-0.94,-0.83,2.16,Republican
3403,45.4,16.5,5.6,17858,1363,2.46,54.7,13.6,31.8,71639,-0.38,-0.19,2,Republican
2472,47.5,20.6,2.7,19551,1079,2.22,58,18.6,23.4,56250,-0.98,-0.85,2.01,Republican
4028,47.1,16.9,3.8,17750,1740,2.27,66.3,13.5,20.2,65659,-0.26,-0.06,2.23,Republican
2082,50.4,17.6,2.4,20312,898,2.23,64,10.9,25.1,54196,-1.05,-0.93,2.52,Republican
3215,54.3,10.2,2.8,18936,1456,2.11,63.6,13.4,23,54942,-0.35,-0.18,2.42,Republican
5790,42,20,5.1,17546,2253,2.54,59.2,20.3,20.5,86864,0.12,0.28,1.9,Republican
8108,44.3,14.6,4.6,23215,3277,2.44,61,11.5,27.5,94187,-0.75,-0.58,1.8,Republican
8209,45.6,16.7,5.3,22665,3518,2.27,66.5,18.1,15.4,87810,-0.22,-0.03,1.78,Republican
11238,42,23.6,5.4,23035,4777,2.26,54.9,28.6,16.5,91567,-0.39,-0.24,1.86,Republican
1572,51.4,10,3.2,16721,702,2.21,63.9,11.9,24.3,50313,-0.58,-0.4,2.15,Republican
23167,38.4,27.9,3.3,20951,9543,2.33,65.4,27.5,7.1,115431,0.39,0.6,1.84,Republican
20544,42,24.8,3.3,21797,8628,2.18,59.2,28.1,12.7,94494,-0.74,-0.62,1.75,Republican
20092,41.5,20.5,3.2,21270,8637,2.27,59.4,23.9,16.7,97887,0.54,0.77,2.02,Republican
33200,38.2,23.8,5.8,22615,13068,2.42,61.9,29.6,8.6,112270,0.73,0.76,2.24,Republican
6772,43.2,17.3,3.4,16798,2735,2.44,62.4,18.6,18.9,64760,-0.99,-0.9,2.28,Republican
777,44.6,19.9,2.6,18436,303,2.56,50.5,26.8,22.7,88095,-0.52,-0.4,0.23,Republican
2178,47.5,15.5,3.3,15786,918,2.32,51.4,12.4,36.2,40093,-1.12,-1.07,2.39,Republican
8428,41.3,13.6,5.4,19181,3346,2.49,64.3,19.9,15.8,85801,-0.53,-0.3,1.96,Republican
26337,39.6,22.2,5.9,24760,10087,2.59,70.6,17.7,11.7,109809,0.37,0.46,2.24,Republican
5824,41.9,19.6,2.1,18676,2436,2.36,45.5,26.6,28,85179,-0.59,-0.46,2.36,Republican
10063,40.9,20,4.1,21440,4232,2.35,62,22.5,15.5,85989,0.13,0.21,2.27,Republican
6977,42.9,19.4,4.8,19020,2778,2.47,70.3,19.4,10.3,77483,-0.2,-0.14,2.1,Republican
10447,36.7,14.5,5.6,16838,3591,2.87,65.5,20.6,13.9,82913,-0.66,-0.77,1.67,Republican
10866,44.7,19.3,3.8,18317,4496,2.36,59.3,20.9,19.8,69454,-0.86,-0.82,2.02,Republican
20361,32.9,15.6,5.6,20703,7126,2.82,62,28.9,9.2,92804,-0.36,-0.37,2.26,Republican
24680,35.6,18.1,6.1,18799,8801,2.75,61.5,26,12.6,89947,-0.07,-0.15,1.92,Republican
36105,39.6,18.4,5.6,22304,14671,2.39,61.5,28.2,10.3,111865,-0.17,-0.1,2.18,Republican
2130,47.1,17,3.3,17994,901,2.27,55.5,19.8,24.7,51579,-0.75,-0.72,2.34,Republican
6046,44.5,18.5,3.6,19715,2485,2.33,62.8,20.6,16.6,69688,-0.88,-0.85,1.96,Republican
2446,43.6,16.3,3.2,16007,991,2.41,65.3,17.2,17.5,56212,-1.24,-1.14,2.23,Republican
9435,40.8,22.1,4.1,20883,3557,2.61,66.9,21.2,12,107035,-0.22,-0.17,1.92,Republican
2870,47.7,14.1,4.9,17419,1213,2.32,55.7,15.1,29.2,58571,-0.86,-0.75,2.39,Republican
4672,43.8,18,1.4,18540,1815,2.32,63.7,20.1,16.2,75476,-0.73,-0.75,2.11,Republican
3826,46.1,16.5,5.4,19832,1652,2.28,64,19.7,16.3,66389,-0.47,-0.22,2.68,Republican
36061,39.6,19.4,4.9,22949,15004,2.36,62.6,26.7,10.6,111589,0.24,0.37,2.43,Republican
5098,42.4,14.7,5.7,16964,2032,2.46,60.8,23.1,16.1,67434,-0.73,-0.67,2.27,Republican
3632,43,14,3.4,17919,1442,2.44,61.3,20.1,18.6,64808,-1.07,-1,2.41,Republican
4443,47.3,16,4.7,18391,2000,2.2,64.6,16.2,19.2,49399,-1.29,-1.16,2.21,Republican
3119,43.5,17.8,4.2,19634,1270,2.41,66.1,20.5,13.4,80738,-0.08,0.05,2.19,Republican
9179,42.2,24.1,4.7,22079,3664,2.43,64.2,22.3,13.5,92417,-0.65,-0.61,2.07,Republican
7450,39.6,13.4,4.2,18307,2856,2.56,66.8,18.6,14.6,83363,-0.61,-0.57,2.14,Republican
5496,44.5,13.5,3.7,20456,2234,2.39,61.2,17.6,21.2,84964,-0.36,-0.29,1.75,Republican
1558,47.3,12.4,1.6,16760,697,2.19,55,19.6,25.5,57073,-1.05,-0.85,2.75,Republican
13963,37.8,17.1,4.5,19912,5248,2.49,63.2,25,11.8,98842,-0.42,-0.43,2.07,Republican
20838,40.9,20.2,4.7,22042,7988,2.58,68.3,16.9,14.8,105436,-0.07,-0.01,2.14,Republican
17039,37.4,26.4,4.5,23003,6333,2.48,65.9,24.7,9.3,105218,0.18,0.31,2.33,Republican
6438,38.3,16.4,5.2,17526,2333,2.71,72.4,17.6,10,98544,-0.31,-0.22,2.03,Republican
5272,46.4,18.3,3.9,19179,2285,2.23,64.7,16.1,19.2,56438,-1.38,-1.25,2.16,Republican
560,46.5,20.4,1.9,21594,305,1.84,50.1,17.2,32.7,54688,-2.09,-2.12,0.12,Republican
3793,47.4,16.8,5.7,18353,1636,2.22,64.7,17.5,17.8,62195,-0.83,-0.73,2.24,Republican
14266,40.9,17,5.5,21361,5661,2.37,62.5,26.3,11.2,100542,-0.34,-0.25,2.14,Republican
62193,43.8,27.7,6.2,26700,25472,2.39,51.2,18.3,30.6,168980,0.34,0.48,3.21,Republican
32143,45.5,12.1,7.5,21056,13965,2.25,46.9,19.5,33.7,95167,-0.48,-0.33,2.45,Democrat
87242,39.7,38,6.5,27286,34363,2.34,48.5,23.1,28.4,171117,0.34,0.47,3.38,Democrat
910386,41.6,44.8,8.9,42353,339422,2.65,64,32.2,3.8,436219,0.16,0.15,2.6,Democrat
158434,36.7,15.3,15.6,21572,52575,2.75,61.5,30,8.5,155235,0.74,0.79,2.51,Democrat
783531,36,32.8,14.8,29099,280993,2.71,40.5,49.2,10.3,353541,-0.19,-0.18,3.44,Democrat
794605,37.6,38.5,10.2,35342,279767,2.77,62.6,32.2,5.2,301089,0.36,0.32,2.56,Democrat
130174,42.1,47.3,7.4,51479,47593,2.65,79.4,16.1,4.5,418815,-0.04,0.05,3.02,Republican
578728,44.4,24.8,11.4,29606,227370,2.51,66.7,14.4,18.9,263484,0.78,0.79,2.45,Republican
112079,40.6,29.2,10.1,34048,42997,2.57,67.6,25.2,7.2,280709,0.33,0.41,2.66,Republican
215179,31.3,24.5,9.9,17305,74715,2.8,60.5,30.1,9.4,116893,1.73,1.87,0.94,Democrat
4553,38.5,10.4,8.8,14520,1704,2.31,56.1,20.3,23.6,81106,-0.73,-0.49,1.82,Democrat
19190,44.5,61.6,3.1,49786,8064,2.37,70.2,19.6,10.3,304574,-0.54,-0.43,1.18,Democrat
18756,32.7,21.3,9.2,16055,7062,2.56,59.9,25.6,14.5,112208,0.31,0.45,1.29,Democrat
3540,51,18.5,9.7,16984,1642,2.15,45.6,11.3,43.2,128201,-0.17,0.02,1.3,Republican
64132,36.3,17.8,11.5,17317,23703,2.62,61.3,25.8,12.9,91712,0.5,0.61,1.06,Republican
